¤é´Á,Data,
1992/02,4.0000,
1992/03,4.0000,
1992/04,3.7500,
1992/05,3.7500,
1992/06,3.7500,
1992/07,3.2500,
1992/08,3.2500,
1992/09,3.0000,
1992/10,3.0000,
1992/11,3.0000,
1992/12,3.0000,
1993/01,3.0000,
1993/02,3.0000,
1993/03,3.0000,
1993/04,3.0000,
1993/05,3.0000,
1993/06,3.0000,
1993/07,3.0000,
1993/08,3.0000,
1993/09,3.0000,
1993/10,3.0000,
1993/11,3.0000,
1993/12,3.0000,
1994/01,3.0000,
1994/02,3.2500,
1994/03,3.5000,
1994/04,3.7500,
1994/05,4.2500,
1994/06,4.2500,
1994/07,4.2500,
1994/08,4.7500,
1994/09,4.7500,
1994/10,4.7500,
1994/11,5.5000,
1994/12,5.5000,
1995/01,5.5000,
1995/02,6.0000,
1995/03,6.0000,
1995/04,6.0000,
1995/05,6.0000,
1995/06,6.0000,
1995/07,5.7500,
1995/08,5.7500,
1995/09,5.7500,
1995/10,5.7500,
1995/11,5.7500,
1995/12,5.5000,
1996/01,5.2500,
1996/02,5.2500,
1996/03,5.2500,
1996/04,5.2500,
1996/05,5.2500,
1996/06,5.2500,
1996/07,5.2500,
1996/08,5.2500,
1996/09,5.2500,
1996/10,5.2500,
1996/11,5.2500,
1996/12,5.2500,
1997/01,5.2500,
1997/02,5.2500,
1997/03,5.5000,
1997/04,5.5000,
1997/05,5.5000,
1997/06,5.5000,
1997/07,5.5000,
1997/08,5.5000,
1997/09,5.5000,
1997/10,5.5000,
1997/11,5.5000,
1997/12,5.5000,
1998/01,5.5000,
1998/02,5.5000,
1998/03,5.5000,
1998/04,5.5000,
1998/05,5.5000,
1998/06,5.5000,
1998/07,5.5000,
1998/08,5.5000,
1998/09,5.2500,
1998/10,5.0000,
1998/11,4.7500,
1998/12,4.7500,
1999/01,4.7500,
1999/02,4.7500,
1999/03,4.7500,
1999/04,4.7500,
1999/05,4.7500,
1999/06,5.0000,
1999/07,5.0000,
1999/08,5.2500,
1999/09,5.2500,
1999/10,5.2500,
1999/11,5.5000,
1999/12,5.5000,
2000/01,5.5000,
2000/02,5.7500,
2000/03,6.0000,
2000/04,6.0000,
2000/05,6.5000,
2000/06,6.5000,
2000/07,6.5000,
2000/08,6.5000,
2000/09,6.5000,
2000/10,6.5000,
2000/11,6.5000,
2000/12,6.5000,
2001/01,5.5000,
2001/02,5.5000,
2001/03,5.0000,
2001/04,4.5000,
2001/05,4.0000,
2001/06,3.7500,
2001/07,3.7500,
2001/08,3.5000,
2001/09,3.0000,
2001/10,2.5000,
2001/11,2.0000,
2001/12,1.7500,
2002/01,1.7500,
2002/02,1.7500,
2002/03,1.7500,
2002/04,1.7500,
2002/05,1.7500,
2002/06,1.7500,
2002/07,1.7500,
2002/08,1.7500,
2002/09,1.7500,
2002/10,1.7500,
2002/11,1.2500,
2002/12,1.2500,
2003/01,1.2500,
2003/02,1.2500,
2003/03,1.2500,
2003/04,1.2500,
2003/05,1.2500,
2003/06,1.0000,
2003/07,1.0000,
2003/08,1.0000,
2003/09,1.0000,
2003/10,1.0000,
2003/11,1.0000,
2003/12,1.0000,
2004/01,1.0000,
2004/02,1.0000,
2004/03,1.0000,
2004/04,1.0000,
2004/05,1.0000,
2004/06,1.2500,
2004/07,1.2500,
2004/08,1.5000,
2004/09,1.7500,
2004/10,1.7500,
2004/11,2.0000,
2004/12,2.2500,
2005/01,2.2500,
2005/02,2.5000,
2005/03,2.7500,
2005/04,2.7500,
2005/05,3.0000,
2005/06,3.2500,
2005/07,3.2500,
2005/08,3.5000,
2005/09,3.7500,
2005/10,3.7500,
2005/11,4.0000,
2005/12,4.2500,
2006/01,4.5000,
2006/02,4.5000,
2006/03,4.7500,
2006/04,4.7500,
2006/05,5.0000,
2006/06,5.2500,
2006/07,5.2500,
2006/08,5.2500,
2006/09,5.2500,
2006/10,5.2500,
2006/11,5.2500,
2006/12,5.2500,
2007/01,5.2500,
2007/02,5.2500,
2007/03,5.2500,
2007/04,5.2500,
2007/05,5.2500,
2007/06,5.2500,
2007/07,5.2500,
2007/08,5.2500,
2007/09,4.7500,
2007/10,4.5000,
2007/11,4.5000,
2007/12,4.2500,
2008/01,3.0000,
2008/02,3.0000,
2008/03,2.2500,
2008/04,2.0000,
2008/05,2.0000,
2008/06,2.0000,
2008/07,2.0000,
2008/08,2.0000,
2008/09,2.0000,
2008/10,1.5000,
2008/10,1.0000,
